,Sentence,Output
797,"Chevrolet Silverado trucks from 2016-2018 are facing a faulty brake pedal assembly issue that may result in sudden brake failure. Chevrolet is conducting a safety recall to fix the problem by replacing the defective assemblies free of charge. The recall was initiated on October 25, 2018, and owners can reach out to Chevrolet at 1-800-222-1020 for assistance with scheduling the repair.","[{'Entity': 'brake pedal assembly', 'Label': 'Component'}, {'Entity': 'sudden brake failure', 'Label': 'Failure_issue'}, {'Entity': 'Chevrolet', 'Label': 'Manufacturer'}, {'Entity': 'replace the defective assemblies free of charge', 'Label': 'Corrective_action'}, {'Entity': 'October 25, 2018', 'Label': 'Recall_date'}]"
798,"Altec Industries Inc. (Altec) is recalling certain model year 1999-2014 aerial devices models A65, A70, A75, A72-, A/77-T, A82-T, A72-TE88, and A77-TE93 manufactured January 1, 1999, to July 15, 2014. The affected aerial devices may have an improperly set hydraulic pressure transducer which relieves excessive backpressure in the hydraulic tank circuit. In cooler temperatures, the improperly set hydraulic pressure transducer may result in inadvertent boom movement, increasing the risk of injury to the occupant or those nearby. Altec will notify owners, and dealers will replace and install a pressure switch, free of charge. The recall began in January 16, 2015. Owners may contact Altec customer service at 1-205-991-7733. Altec's number for this recall is CSN 609.","[{'Entity': 'hydraulic pressure transducer', 'Label': 'Component'}, {'Entity': 'inadvertent boom movement', 'Label': 'Failure_issue'}, {'Entity': 'risk of injury', 'Label': 'Failure_issue'}, {'Entity': 'dealers will replace and install a pressure switch, free of charge', 'Label': 'Corrective_action'}, {'Entity': 'Altec Industries Inc', 'Label': 'Manufacturer'}, {'Entity': 'January 16, 2015', 'Label': 'Recall_date'}]"
799,"BMW IS RECALLING CERTAIN 2005 THROUGH 2007 R 1200 GS ADVENTURE MOTORCYCLES MANUFACTURED FROM DECEMBER 7, 2005 THROUGH SEPTEMBER 26, 2007. THE BRACKET WHICH SUPPORTS THE AUDIBLE SIGNALING DEVICE CAN BREAK, POSSIBLY ALLOWING THE SIGNALING DEVICE TO FALL FROM THE VEHICLE AND ONTO THE ROADWAY. SHOULD THE SIGNALING DEVICE FALL FROM THE MOTORCYCLE WHILE BEING DRIVEN ON THE ROADWAYS, IT COULD BECOME AN OBSTACLE FOR OTHER DRIVERS WHICH MAY RESULT IN A CRASH. BMW WILL NOTIFY OWNERS AND DEALERS WILL REPAIR MOTORCYCLES BY FURTHER SECURING THE BOLTS USING LOCTITE. THE REPAIR WILL BE PERFORMED FREE OF CHARGE. THE SAFETY RECALL BEGAN ON AUGUST 30, 2010. OWNERS MAY CONTACT BMW AT 1-800-525-7417. CUSTOMERS CAN ALSO CONTACT THE NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION'S AUTO SAFETY HOTLINE AT 1-888-DASH-2-DOT (1-888-327-4236).","[{'Entity': 'BRACKET', 'Label': 'Component'}, {'Entity': 'BREAK', 'Label': 'Failure_issue'}, {'Entity': 'CRASH', 'Label': 'Failure_issue'}, {'Entity': 'DEALERS WILL REPAIR MOTORCYCLES BY FURTHER SECURING THE BOLTS USING LOCTITE. THE REPAIR WILL BE PERFORMED FREE OF CHARGE.', 'Label': 'Corrective_action'}, {'Entity': 'BMW', 'Label': 'Manufacturer'}, {'Entity': 'AUGUST 30, 2010', 'Label': 'Recall_date'}]"
800,CRACKS DEVELOP ON HANDLEBARS BETWEEN THE HANDLEBAR STAYS (HANDLEBAR MOUNTING BRACKETS) DUE TO THE SOFTNESS OF THE CUSHION SHOCK ABSORBERS OF THE HANDLEBAR STAYS. THE CRACKS MAY CAUSE LOOSENESS OF THE HANDLEBAR WHICH MAY RESULT IN LOSS OF CONTROL AND AN ACCIDENT. SUZUKI DEALERS WILL REPLACE THE HANDLEBAR STAY CUSHION RUBBERS AND THE HANDLEBAR OF THE AFFECTED VEHICLES. RECALL NO. 146.CUSTOMERS MAY CONTACT THE NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION'S VEHICLE SAFETY HOTLINE AT 1-888-327-4236 (TTY: 1-800-424-9153); OR GO TO HTTP://WWW.SAFERCAR.GOV.,"[{'Entity': 'HANDLEBAR MOUNTING BRACKETS', 'Label': 'Component'}, {'Entity': 'CRACKS', 'Label': 'Failure_issue'}, {'Entity': 'LOOSENESS', 'Label': 'Failure_issue'}, {'Entity': 'HANDLEBAR', 'Label': 'Component'}, {'Entity': 'LOSS OF CONTROL AND AN ACCIDENT', 'Label': 'Failure_issue'}, {'Entity': 'SUZUKI', 'Label': 'Manufacturer'}, {'Entity': 'REPLACE THE HANDLEBAR STAY CUSHION RUBBERS AND THE HANDLEBAR OF THE AFFECTED VEHICLES.', 'Label': 'Corrective_action'}]"
801,"Toyota is recalling certain model year 2015-2018 Camry sedans manufactured from January 2015 to December 2017 due to a faulty airbag sensor that may not deploy the airbags in case of a crash. Toyota dealers will replace the airbag sensor free of charge. The safety recall began on March 15, 2018. Owners may contact Toyota at 1-800-331-4331.","[{'Entity': 'airbag sensor', 'Label': 'Component'}, {'Entity': 'faulty airbag sensor', 'Label': 'Failure_issue'}, {'Entity': 'Camry', 'Label': 'Vehicle_model'}, {'Entity': 'dealers will replace the airbag sensor free of charge', 'Label': 'Corrective_action'}, {'Entity': 'Toyota', 'Label': 'Manufacturer'}, {'Entity': 'March 15, 2018', 'Label': 'Recall_date'}]"
802,"Ford is recalling certain 2020-2021 Explorer SUVs due to a manufacturing defect in the rear suspension components that may cause the rear suspension to fail under stress. Ford dealers will inspect and replace the faulty suspension components at no cost to the owners. The recall process started on October 5, 2020. Contact Ford at 1-800-392-3673 for more information.","[{'Entity': 'rear suspension components', 'Label': 'Component'}, {'Entity': 'manufacturing defect', 'Label': 'Failure_issue'}, {'Entity': 'Explorer', 'Label': 'Vehicle_model'}, {'Entity': 'inspect and replace the faulty suspension components at no cost to the owners', 'Label': 'Corrective_action'}, {'Entity': 'Ford', 'Label': 'Manufacturer'}, {'Entity': 'October 5, 2020', 'Label': 'Recall_date'}]"
803,"Honda is recalling certain Civic hatchback models from 2017-2019 because of a potential defect in the fuel pump that could lead to engine stalling. Honda has instructed dealers to replace the faulty fuel pumps for affected vehicles. The recall process began on June 20, 2019. For assistance, call Honda at 1-888-234-2138.","[{'Entity': 'fuel pump', 'Label': 'Component'}, {'Entity': 'potential defect in the fuel pump', 'Label': 'Failure_issue'}, {'Entity': 'Civic hatchback', 'Label': 'Vehicle_model'}, {'Entity': 'replace the faulty fuel pumps for affected vehicles', 'Label': 'Corrective_action'}, {'Entity': 'Honda', 'Label': 'Manufacturer'}, {'Entity': 'June 20, 2019', 'Label': 'Recall_date'}]"
804,"Volkswagen is recalling certain Tiguan SUVs produced between 2016-2018 due to a software glitch that may cause unintended acceleration. Authorized Volkswagen service centers will update the software to address the issue free of charge. The recall initiative began on September 10, 2018. Contact Volkswagen at 1-800-822-8987 for further details.","[{'Entity': 'software glitch', 'Label': 'Failure_issue'}, {'Entity': 'Tiguan', 'Label': 'Vehicle_model'}, {'Entity': 'update the software to address the issue free of charge', 'Label': 'Corrective_action'}, {'Entity': 'Volkswagen', 'Label': 'Manufacturer'}, {'Entity': 'September 10, 2018', 'Label': 'Recall_date'}]"
805,"Chevrolet is recalling certain Silverado trucks from the 2019-2020 model years for a potential issue with the brake pedal that could lead to loss of braking power. Chevrolet authorized dealers will inspect and replace the faulty brake pedals to ensure safety. The recall process commenced on November 3, 2019. Call Chevrolet at 1-800-222-1020 for more information.","[{'Entity': 'brake pedal', 'Label': 'Component'}, {'Entity': 'potential issue with the brake pedal', 'Label': 'Failure_issue'}, {'Entity': 'Silverado', 'Label': 'Vehicle_model'}, {'Entity': 'inspect and replace the faulty brake pedals to ensure safety', 'Label': 'Corrective_action'}, {'Entity': 'Chevrolet', 'Label': 'Manufacturer'}, {'Entity': 'November 3, 2019', 'Label': 'Recall_date'}]"
806,"The Ford Mustang GT500 is being recalled due to a faulty transmission system that may cause sudden gear shifts during driving. Owners of the affected vehicles are advised to contact Ford customer service at 1-800-123-4567. Ford will replace and install a new transmission system free of charge. The recall began on March 15, 2021.","[{'Entity': 'transmission system', 'Label': 'Component'}, {'Entity': 'sudden gear shifts', 'Label': 'Failure_issue'}, {'Entity': 'Ford Mustang GT500', 'Label': 'Vehicle_model'}, {'Entity': 'replace and install a new transmission system free of charge', 'Label': 'Corrective_action'}, {'Entity': 'Ford', 'Label': 'Manufacturer'}, {'Entity': 'March 15, 2021', 'Label': 'Recall_date'}]"
807,"Chevrolet Silverado trucks manufactured between 2018 and 2020 are facing a recall due to issues with the brake pad material that may lead to reduced braking efficiency. Owners should contact Chevrolet at 1-800-987-6543 for immediate assistance. Chevrolet dealers will replace the brake pads with a more durable material at no extra cost. The recall was initiated on July 5, 2020.","[{'Entity': 'brake pad material', 'Label': 'Component'}, {'Entity': 'reduced braking efficiency', 'Label': 'Failure_issue'}, {'Entity': 'Chevrolet Silverado', 'Label': 'Vehicle_model'}, {'Entity': 'replace the brake pads with a more durable material at no extra cost', 'Label': 'Corrective_action'}, {'Entity': 'Chevrolet', 'Label': 'Manufacturer'}, {'Entity': 'July 5, 2020', 'Label': 'Recall_date'}]"
808,"The Honda Civic LX sedans of the 2015 model year have been recalled due to a potential fault in the airbag inflator system, causing a risk of improper deployment in case of a collision. Honda owners can reach out to 1-800-567-8901 for further details. Honda will install new airbag inflators to address this issue. The recall commenced on September 20, 2015.","[{'Entity': 'airbag inflator system', 'Label': 'Component'}, {'Entity': 'improper deployment', 'Label': 'Failure_issue'}, {'Entity': 'Honda Civic LX', 'Label': 'Vehicle_model'}, {'Entity': 'install new airbag inflators to address this issue', 'Label': 'Corrective_action'}, {'Entity': 'Honda', 'Label': 'Manufacturer'}, {'Entity': 'September 20, 2015', 'Label': 'Recall_date'}]"
809,"The Tesla Model S electric vehicles from 2017 are under a recall due to potential issues with the battery cooling system, leading to overheating and fire risks. Owners are urged to contact Tesla customer support at 1-800-246-3579. Tesla will replace the faulty cooling systems with upgraded components at no additional cost. The recall started on May 10, 2017.","[{'Entity': 'battery cooling system', 'Label': 'Component'}, {'Entity': 'overheating and fire risks', 'Label': 'Failure_issue'}, {'Entity': 'Tesla Model S', 'Label': 'Vehicle_model'}, {'Entity': 'replace the faulty cooling systems with upgraded components at no additional cost', 'Label': 'Corrective_action'}, {'Entity': 'Tesla', 'Label': 'Manufacturer'}, {'Entity': 'May 10, 2017', 'Label': 'Recall_date'}]"
810,"Toyota Camry Hybrid vehicles of the 2019 production year are part of a safety recall due to a fuel pump assembly defect that could result in engine stalling. Owners should contact Toyota at 1-800-345-6789 for immediate assistance. Toyota dealers will replace the faulty fuel pump assembly with a new one to resolve this issue. The recall was announced on November 25, 2019.","[{'Entity': 'fuel pump assembly', 'Label': 'Component'}, {'Entity': 'engine stalling', 'Label': 'Failure_issue'}, {'Entity': 'Toyota Camry Hybrid', 'Label': 'Vehicle_model'}, {'Entity': 'replace the faulty fuel pump assembly with a new one to resolve this issue', 'Label': 'Corrective_action'}, {'Entity': 'Toyota', 'Label': 'Manufacturer'}, {'Entity': 'November 25, 2019', 'Label': 'Recall_date'}]"
811,"Toyota Motor Corporation is recalling certain model year 2010 Prius vehicles manufactured from January 16, 2010, to July 15, 2010. The accelerator pedal in these vehicles may get stuck due to a faulty component. This issue could lead to unintended acceleration, increasing the risk of a crash. Toyota will notify owners and dealers will replace the accelerator pedal, free of charge. The recall began on August 10, 2010. Owners may contact Toyota customer service at 1-800-331-4331.","[{'Entity': 'accelerator pedal', 'Label': 'Component'}, {'Entity': 'unintended acceleration', 'Label': 'Failure_issue'}, {'Entity': 'risk of a crash', 'Label': 'Failure_issue'}, {'Entity': 'Toyota Motor Corporation', 'Label': 'Manufacturer'}, {'Entity': 'replace the accelerator pedal, free of charge', 'Label': 'Corrective_action'}, {'Entity': 'August 10, 2010', 'Label': 'Recall_date'}]"
812,"Ford Motor Company is recalling certain 2015-2017 F-150 trucks manufactured from March 2, 2015, to November 15, 2017. The door latch in these vehicles can fail, resulting in the door opening while driving. This defect poses a safety risk as it may lead to ejection of occupants and accidents. Ford will notify owners and dealers will replace the faulty door latch, free of charge. The recall started on December 20, 2017. For more information, contact Ford at 1-800-392-3673.","[{'Entity': 'door latch', 'Label': 'Component'}, {'Entity': 'door opening while driving', 'Label': 'Failure_issue'}, {'Entity': 'ejection of occupants', 'Label': 'Failure_issue'}, {'Entity': 'Ford Motor Company', 'Label': 'Manufacturer'}, {'Entity': 'replace the faulty door latch, free of charge', 'Label': 'Corrective_action'}, {'Entity': 'December 20, 2017', 'Label': 'Recall_date'}]"
